"(u'markets', u'update', u'bitcoin', u'skyrockets', u'setting', u'new', u'all-', u'time', u'high')","August 29, 2017"
"(u'engineers', u'demonstrate', u'zcash', u'bitcoin', u'atomic', u'swaps')","August 29, 2017"
"(u'russia', u'proposes', u'restricting', u'bitcoin', u'qualified', u'investors')","August 29, 2017"
"(u'cryptobuyer', u'install', u'costa', u'rica', u'first', u'bitcoin', u'atm')","August 29, 2017"
"(u'telegram', u'founder', u'believes', u'bitcoin', u'undermine', u'us', u'hegemony')","August 28, 2017"
"(u'saxo', u'bank', u'offers', u'bitcoin', u'exchange', u'traded', u'notes')","August 28, 2017"
"(u'pro-', u'bitcoin', u'expedia', u'ceo', u'picked', u'run', u'uber')","August 28, 2017"
"(u'japan', u'largest', u'rewards', u'site', u'operator', u'million', u'users', u'launching', u'bitcoin', u'exchange')","August 28, 2017"
"(u'long', u'short', u'bitcoin', u'etfs', u'filed', u'sec')","August 27, 2017"
"(u'irs', u'may', u'consider', u'bitcoin', u'cash', u'fork', u'taxable', u'income', u'year')","August 27, 2017"
"(u'bank', u'mexico', u'rejects', u'virtual', u'currency', u'legal', u'classification', u'bitcoin')","August 27, 2017"
"(u'new', u'bitcoin.', u'com', u'charts', u'bitcoin', u'ecosystem', u'glance')","August 27, 2017"
"(u'vietnam', u'prepares', u'analyze', u'legal', u'framework', u'bitcoin')","August 26, 2017"
"(u'brokers', u'introduce', u'bitcoin', u'cash', u'cfd', u'trading')","August 25, 2017"
"(u'bitcoin', u'cash', u'becomes', u'longest', u'chain', u'miners', u'toggle', u'profits')","August 25, 2017"
"(u'bitfury', u'mines', u'segwit', u'block', u'larger', u'mb', u'bitcoiners', u'wait', u'network', u'relief')","August 25, 2017"
"(u'north', u'korea', u'could', u'targeting', u'bitcoin', u'exchanges', u'hacking', u'attack')","August 25, 2017"
"(u'sec', u'suspends', u'trading', u'bitcoin', u'firm', u'shares', u'price', u'jump')","August 25, 2017"
"(u'lightning', u'network', u'launches', u'third', u'release', u'featuring', u'bitcoin', u'litecoin', u'atomic', u'swaps')","August 25, 2017"
"(u'introducing', u'simple', u'use', u'robust', u'bitcoin.', u'com', u'wallet')","August 25, 2017"
"(u'researchers', u'profile', u'australian', u'bitcoin', u'user', u'male', u'white')","August 24, 2017"
"(u'large', u'korean', u'conglomerate', u'gets', u'bitcoin', u'remittances', u'post', u'legalization')","August 24, 2017"
"(u'chinese', u'bitcoin', u'exchanges', u'accused', u'misappropriating', u'client', u'funds')","August 24, 2017"
"(u'markets', u'update', u'bitcoin', u'price', u'pushes', u'forward', u'segwit', u'activation')","August 24, 2017"
"(u'congressional', u'candidate', u'accepts', u'bitcoin', u'donations', u'election', u'cycle')","August 24, 2017"
"(u'irs', u'crackdown', u'tracking', u'bitcoiners', u'chainalysis')","August 24, 2017"
"(u'segregated', u'witness', u'officially', u'activated', u'bitcoin', u'network')","August 24, 2017"
"(u'reward-', u'based', u'social', u'media', u'platform', u'switches', u'litecoin', u'bitcoin', u'cash')","August 23, 2017"
"(u'blockchain.', u'info', u'support', u'bitcoin', u'cash')","August 23, 2017"
"(u'central', u'bank', u'egypt', u'responds', u'first', u'bitcoin', u'exchange', u'launch')","August 22, 2017"
"(u'bitcoin', u'software', u'wars', u'battle', u'nodes', u'hashpower', u'developers')","August 22, 2017"
"(u'look', u'two', u'alternative', u'bitcoin', u'hardware', u'wallets', u'market')","August 22, 2017"
"(u'bitcoin', u'exchanges', u'filed', u'japanese', u'financial', u'authority')","August 22, 2017"
"(u'gibraltar', u'gets', u'first', u'bitcoin', u'atm', u'working', u'cryptocurrency', u'regulation')","August 21, 2017"
"(u'bitcoin', u'cash', u'commands', u'btc', u'total', u'hashrate')","August 21, 2017"
"(u'media', u'granted', u'access', u'bitmain', u'mongolian', u'bitcoin', u'mines')","August 21, 2017"
"(u'surbtc', u'launches', u'ethereum', u'bitcoin', u'trading', u'peru')","August 21, 2017"
"(u'university', u'research', u'project', u'analyzes', u'bitcoin', u'blockchain', u'combat', u'sex', u'trade')","August 20, 2017"
"(u'bitcoin', u'cash', u'mining', u'difficulty', u'drops', u'significantly', u'speeding', u'chain')","August 20, 2017"
"(u'bitcoin', u'mansion', u'sale', u'russia', u'hindered', u'lack', u'regulation')","August 20, 2017"
"(u'japan', u'largest', u'ticket', u'marketplace', u'million', u'users', u'accepts', u'bitcoin')","August 20, 2017"
"(u'grappling', u'championships', u'use', u'bitcoin', u'circumvent', u'censorship')","August 20, 2017"
"(u'zerolink', u'claims', u'developed', u'fully', u'anonymous', u'bitcoin', u'payments')","August 19, 2017"
"(u'markets', u'update', u'bitcoin', u'cash', u'rallies', u'three', u'solid', u'days')","August 19, 2017"
"(u'world', u'largest', u'bitcoin', u'exchange', u'bitflyer', u'expands', u'us', u'market')","August 19, 2017"
"(u'government', u'agencies', u'adopting', u'bitcoin', u'blockchain', u'technology')","August 18, 2017"
"(u'bitcoin', u'cash', u'flips', u'mining', u'profitability')","August 18, 2017"
"(u'segwit', u'bitcoin', u'core', u'drama', u'flares', u'community', u'tension')","August 18, 2017"
"(u'south', u'african', u'bitcoin', u'trading', u'sets', u'record', u'volume')","August 18, 2017"
"(u'pr', u'bitconnect', u'coin', u'bcc', u'hits', u'new', u'all-', u'time', u'high', u'bitcoin', u'price', u'surges')","August 18, 2017"
"(u'coinbase', u'receives', u'patent', u'new', u'bitcoin', u'security', u'measure')","August 18, 2017"
"(u'australia', u'introduces', u'bill', u'regulates', u'bitcoin', u'exchanges')","August 18, 2017"
"(u'trezor', u'calls', u'article', u'claims', u'break', u'bitcoin', u'hardware', u'wallets', u'fud')","August 17, 2017"
"(u'former', u'paypal', u'coo', u'david', u'sacks', u'discusses', u'bitcoin', u'argues', u'icos', u'threat', u'vcs')","August 17, 2017"
"(u'japanese', u'exchange', u'debuts', u'bitcoin', u'corporate', u'bond')","August 17, 2017"
"(u'search', u'volumes', u'bitcoin', u'ethereum', u'enter', u'inverse', u'correlation')","August 16, 2017"
"(u'bitcoin', u'cash', u'mb', u'block', u'clears', u'transactions')","August 16, 2017"
"(u'russian', u'lawmakers', u'delay', u'bitcoin', u'regulation', u'bill')","August 16, 2017"
"(u'three', u'ukrainian', u'lawmakers', u'declare', u'bitcoin', u'holdings', u'worth', u'million')","August 16, 2017"
"(u'protonmail', u'beta', u'version', u'enables', u'automated', u'bitcoin', u'payments')","August 16, 2017"
"(u'fbi', u'agent', u'admits', u'stealing', u'silk', u'road', u'bitcoins', u'seized', u'u.', u's.', u'marshals')","August 16, 2017"
"(u'xmr.', u'claims', u'offer', u'fully', u'anonymous', u'bitcoin', u'transactions')","August 15, 2017"
"(u'venezuelan', u'bitcoin', u'mining', u'continues', u'despite', u'government', u'crackdown')","August 15, 2017"
"(u'blockstream', u'transmit', u'bitcoin', u'data', u'earth', u'using', u'satellite', u'technology')","August 15, 2017"
"(u'goldman', u'sachs', u'technical', u'analyst', u'predicts', u'bitcoin', u'top')","August 15, 2017"
"(u'bitcoin', u'etf', u'filed', u'sec', u'leading', u'gold', u'fund', u'manager', u'vaneck')","August 15, 2017"
"(u'inside', u'look', u'bitkan', u'bitcoin', u'shape', u'future', u'documentary')","August 15, 2017"
"(u'bitcoin', u'cash', u'thrives', u'first', u'two', u'weeks', u'life')","August 14, 2017"
"(u'arrests', u'bitcoin', u'miners', u'ukraine', u'spark', u'questions', u'legality')","August 14, 2017"
"(u'afghan', u'entrepreneur', u'empowers', u'women', u'bitcoin')","August 13, 2017"
"(u'uruguay', u'urged', u'provide', u'services', u'cannabusiness', u'bitcoin')","August 13, 2017"
"(u'bitcoin', u'flies', u'past', u'new', u'all-', u'time', u'high', u'across', u'global', u'exchanges')","August 13, 2017"
"(u'podcast', u'bitcoin', u'enthusiast', u'country', u'artist', u'corb', u'lund')","August 12, 2017"
"(u'game', u'thrones', u'hackers', u'demand', u'bitcoin', u'hbo', u'spoiler', u'alert.')","August 12, 2017"
"(u'markets', u'update', u'bitcoin', u'rallies', u'traditional', u'assets', u'tumble', u'worldwide')","August 11, 2017"
"(u'first', u'bitcoin', u'exchange', u'launching', u'egypt')","August 11, 2017"
"(u'uk', u'police', u'drafts', u'detailed', u'bitcoin', u'seizure', u'guide')","August 11, 2017"
"(u'australian', u'primary', u'school', u'students', u'explore', u'bitcoin')","August 10, 2017"
"(u'bitcoin', u'cash', u'gains', u'support')","August 10, 2017"
"(u'bitcoin', u'proponent', u'calvin', u'ayre', u'appointed', u'economic', u'envoy', u'antigua', u'barbuda')","August 10, 2017"
"(u'research', u'says', u'bitcoin', u'price', u'booms', u'may', u'positively', u'affect', u'stock', u'prices')","August 9, 2017"
